Feature ID	Taxon
Curtobacterium flaccumfaciens	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Curtobacterium; s__Curtobacterium flaccumfaciens
Kocuria rhizophila	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria rhizophila
Dermacoccus nishinomiyaensis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Dermacoccaceae; g__Dermacoccus; s__Dermacoccus nishinomiyaensis
Corynebacterium riegelii	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium riegelii
Nocardioides coralli	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides coralli
Iamia majanohamensis	k__ ; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Iamia; s__Iamia majanohamensis
Prochlorococcus sp. MIT 0801	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Synechococcales; f__Prochlorococcaceae; g__Prochlorococcus; s__Prochlorococcus sp. MIT 0801
Anabaena sp. YBS01	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Nostocales; f__Nostocaceae; g__Anabaena; s__Anabaena sp. YBS01
Mammaliicoccus sciuri	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Mammaliicoccus; s__Mammaliicoccus sciuri
Gimesia benthica	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gimesia; s__Gimesia benthica
Symmachiella dynata	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Symmachiella; s__Symmachiella dynata
Ruficoccus sp. ZRK36	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Puniceicoccales; f__Cerasicoccaceae; g__Ruficoccus; s__Ruficoccus sp. ZRK36
Pseudodesulfovibrio profundus	k__ ; p__Thermodesulfobacteriota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Pseudodesulfovibrio; s__Pseudodesulfovibrio profundus
Haifavirus tim68	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Haifavirus; s__Haifavirus tim68
Salacisavirus pssm2	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Salacisavirus; s__Salacisavirus pssm2
Palaemonvirus pssm7	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Palaemonvirus; s__Palaemonvirus pssm7
Sphingobium sp. SYK-6	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp. SYK-6
Sulfitobacter sp. W074	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter sp. W074
Roseovarius sp. TM1035	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseovarius; s__Roseovarius sp. TM1035
Pontibrevibacter nitratireducens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pontivivens; s__Pontivivens nitratireducens
Brevundimonas sp. DS20	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas sp. DS20
Brevundimonas nasdae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas nasdae
Pseudoalteromonas sp. SCSIO 43095	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas sp. SCSIO 43095
Pseudoalteromonas arctica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas arctica
Pseudoalteromonas nigrifaciens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas nigrifaciens
Pseudoalteromonas carrageenovora	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas carrageenovora
Pseudoalteromonas arabiensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas arabiensis
[Pseudomonas] zhaodongensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas; s__Stutzerimonas zhaodongensis
Pseudomonas marincola	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas marincola
Pseudomonas putida	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas putida
Acinetobacter johnsonii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter johnsonii
Hydrogenophaga crocea	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga crocea
Dokdonia donghaensis	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Dokdonia; s__Dokdonia donghaensis
Costertonia aggregata	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Costertonia; s__Costertonia aggregata
Stutzerimonas kunmingensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas; s__Stutzerimonas kunmingensis
Stutzerimonas xanthomarina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas; s__Stutzerimonas xanthomarina
Pseudomonas sp. phDV1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. phDV1
Pseudomonas sp. Y5-11	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. Y5-11
Pseudomonas sp. PP3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. PP3
Pseudomonas mendocina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas mendocina
Pseudomonas alcaligenes	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Aquipseudomonas; s__Aquipseudomonas alcaligenes
Pseudomonas nitroreducens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas nitroreducens
Pseudomonas wenzhouensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas wenzhouensis
Pseudomonas monteilii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas monteilii
Pseudomonas tohonis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas tohonis
Pseudomonas sihuiensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sihuiensis
Pseudomonas chengduensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas chengduensis
Pseudomonas khazarica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas khazarica
Pseudoalteromonas phenolica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas phenolica
Cobetia sp. cqz5-12	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Cobetia; s__Cobetia sp. cqz5-12
Oleiphilus messinensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oleiphilaceae; g__Oleiphilus; s__Oleiphilus messinensis
Psychrobacter sp. AntiMn-1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp. AntiMn-1
Psychrobacter sp. KH172YL61	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp. KH172YL61
Psychrobacter sp. P11G5	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp. P11G5
Psychrobacter sp. L7	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp. L7
Acinetobacter baylyi	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter baylyi
Acinetobacter sp. WCHA45	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. WCHA45
Acinetobacter ursingii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter ursingii
Acinetobacter tandoii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter tandoii
Acinetobacter bereziniae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter bereziniae
Vibrio coralliilyticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio coralliilyticus
Vibrio penaeicida	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio penaeicida
Vibrio quintilis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio quintilis
Stenotrophomonas acidaminiphila	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Lysobacteraceae; g__Stenotrophomonas; s__Stenotrophomonas acidaminiphila
Lysobacter sp. CJ11	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Lysobacteraceae; g__Lysobacter; s__Lysobacter soyae
Pseudoxanthomonas mexicana	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Lysobacteraceae; g__Pseudoxanthomonas; s__Pseudoxanthomonas mexicana
Luteimonas fraxinea	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Lysobacteraceae; g__Luteimonas; s__Luteimonas fraxinea
Luteibacter flocculans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Rhodanobacteraceae; g__Luteibacter; s__Luteibacter flocculans
Teredinibacter haidensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Teredinibacter; s__Teredinibacter haidensis
Aeromonas sanarellii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas; s__Aeromonas sanarellii
Hydrogenovibrio marinus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Hydrogenovibrio; s__Hydrogenovibrio marinus
Qipengyuania gelatinilytica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Qipengyuania; s__Qipengyuania gelatinilytica
Sphingomonas sp. FARSPH	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. FARSPH
Salipiger sp. CCB-MM3	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Salipiger; s__Salipiger sp. CCB-MM3
Roseivivax sp. THAF197b	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseivivax; s__Roseivivax sp. THAF197b
Ruegeria sp. THAF33	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ruegeria; s__Ruegeria sp. THAF33
Paracoccus marcusii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus marcusii
Methylobacterium aquaticum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylobacterium; s__Methylobacterium aquaticum
Methylorubrum populi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylorubrum; s__Methylorubrum populi
Brucella anthropi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Brucella; s__Brucella anthropi
Methyloceanibacter caenitepidi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Hyphomicrobiaceae; g__Methyloceanibacter; s__Methyloceanibacter caenitepidi
Methyloceanibacter sp. wino2	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Hyphomicrobiaceae; g__Methyloceanibacter; s__Methyloceanibacter sp. wino2
Candidatus Pelagibacter sp. IMCC9063	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. IMCC9063
Hyphobacterium sp. CCMP332	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Maricaulales; f__Maricaulaceae; g__Hyphobacterium; s__Hyphobacterium sp. CCMP332
Cupriavidus metallidurans	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus metallidurans
Comamonas testosteroni	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__Comamonas testosteroni
Comamonas thiooxydans	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__Comamonas thiooxydans
Comamonas sp. B21-038	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__Comamonas sp. B21-038
Delftia lacustris	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__Delftia lacustris
Delftia tsuruhatensis	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__Delftia tsuruhatensis
Diaphorobacter ruginosibacter	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Diaphorobacter; s__Diaphorobacter ruginosibacter
Acidovorax sp. KKS102	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax; s__Acidovorax sp. KKS102
Pusillimonas thiosulfatoxidans	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pollutimonas; s__Pollutimonas thiosulfatoxidans
Aquabacterium olei	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__ ; g__Aquabacterium; s__Aquabacterium olei
Parasynechococcus marenigrum	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Synechococcales; f__Prochlorococcaceae; g__Parasynechococcus; s__Parasynechococcus marenigrum
Candidatus Atelocyanobacterium thalassa	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Chroococcales; f__Aphanothecaceae; g__Candidatus Atelocyanobacterium; s__Candidatus Atelocyanobacterium thalassae
Mycolicibacterium rufum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium rufum
Mycolicibacterium vanbaalenii	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium vanbaalenii
Mycolicibacterium fortuitum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium fortuitum
Mycolicibacterium duvalii	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium duvalii
Mycolicibacterium neoaurum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium neoaurum
Mycolicibacterium gilvum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium gilvum
Mycobacterium sp. SMC-4	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium sp. SMC-4
Mycobacterium sp. YC-RL4	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium adipatum
Mycobacterium frederiksbergense	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium frederiksbergense
Mycobacterium dioxanotrophicus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium dioxanotrophicus
Mycobacterium paragordonae	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium paragordonae
Mycobacteroides abscessus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacteroides; s__Mycobacteroides abscessus
Rhodococcus sp. B7740	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Nocardiaceae; g__Rhodococcus; s__Rhodococcus sp. B7740
Corynebacterium coyleae	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium coyleae
Gordonia polyisoprenivorans	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Gordoniaceae; g__Gordonia; s__Gordonia polyisoprenivorans
Gordonia bronchialis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Gordoniaceae; g__Gordonia; s__Gordonia bronchialis
Microbacterium sp. PM5	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium sp. PM5
Microbacterium sp. SSW1-51	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium sufflavum
Microbacterium foliorum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium foliorum
Microbacterium oxydans	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium oxydans
Phycicoccus sp. HDW14	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Intrasporangiaceae; g__Phycicoccus; s__Phycicoccus sp. HDW14
Dermacoccus sp. PAMC28757	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Dermacoccaceae; g__Dermacoccus; s__Dermacoccus sp. PAMC28757
Cellulosimicrobium cellulans	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__Cellulosimicrobium cellulans
Pseudonocardia autotrophica	k__ ; p__Actinomycetota; c__Actinomycetes; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia autotrophica
Exiguobacterium mexicanum	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__ ; g__Exiguobacterium; s__Exiguobacterium mexicanum
Metabacillus litoralis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Metabacillus; s__Metabacillus litoralis
Chryseobacterium gambrini	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium gambrini
Chryseobacterium sp. Y16C	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium sp. Y16C
Sphingobacterium mizutaii	k__ ; p__Bacteroidota; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium mizutaii
Planctomyces sp. SH-PL14	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__Planctomyces sp. SH-PL14
Maridesulfovibrio salexigens	k__ ; p__Thermodesulfobacteriota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Maridesulfovibrio; s__Maridesulfovibrio salexigens
Lipsvirus ssm7	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Lipsvirus; s__Lipsvirus ssm7
Ronodorvirus ssm4	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Ronodorvirus; s__Ronodorvirus ssm4
Bellamyvirus bellamy	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Bellamyvirus; s__Bellamyvirus bellamy
Thaumasvirus stim4	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__Thaumasvirus; s__Thaumasvirus stim4
Hapunavirus VP882	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__ ; g__Hapunavirus; s__Hapunavirus VP882
Salinimonas marina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Salinimonas; s__Salinimonas marina
Pseudoalteromonas sp. A41-2	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas sp. A41-2
Pseudoalteromonas sp. JSTW	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas sp. JSTW
